iata_code,latitude,longitude
GGT,23.56123,-75.87484
GGW,48.22,-106.6
GHB,25.2847,-76.331
GHC,25.74099,-77.84444
GHE,8.06509,-78.36702
GHF,49.65,9.97
GHK,63.43362,-109.20067
GHM,35.78,-87.47
GHT,25.14556,10.14265
GHU,-33.01028,-58.61306
GIB,36.15122,-5.34966
GID,-3.41722,29.91194
GIF,28.07,-81.75
GIG,-22.79865,-43.23077
GII,11.4,-9.18
GIL,35.92,74.38
GIR,4.28,-74.8
GIS,-38.67,178
GIT,-2.87,32.17
GIU,7.95667,80.7285
GIY,-22.37,29.98
GIZ,16.90111,42.58583
GJA,16.5,-85.92
GJL,36.79514,5.87361
GJT,39.1222,-108.52911
GKA,-6.05,145.4
GKD,40.19955,25.8837
GKE,50.95,6.12
GKK,0.73294,73.43353
GKN,62.17,-145.5
GKT,35.85,-82.03
GLA,55.87194,-4.43306
GLD,39.37,-101.7
GLE,33.62,-97.13
GLF,8.653775,-83.180544
GLH,33.47,-90.98
GLI,-29.675,151.689444
GLK,6.78083,47.4547
GLL,60.78,9.05
GLN,29.0267,-10.0503
GLS,29.265322,-94.860406
GLT,-23.86887,151.22035
GLU,26.88389,90.46836
GLV,64.55,-163
GLW,37.03,-85.95
GLX,1.83831,127.78657
GLZ,51.57,4.917
GMA,3.235369,19.771258
GMB,8.12876,34.5631
GMD,33.65557,-7.22102
GME,52.52702,31.01669
GMM,-1.933,15.87
GMN,-42.4625,171.19004
GMP,37.558311,126.790586
GMQ,34.41576,100.31118
GMR,-23.0799,-134.89
GMU,34.85031,-82.3509
GNA,53.60165,24.04963
GNB,45.362944,5.329375
GNG,42.91792,-114.76172
GNI,22.67278,121.46639
GNM,-14.22,-42.78
GNN,7.13245,40.70915
GNR,-39.0007,-67.6205
GNS,1.166381,97.704681
GNT,35.15,-107.9
GNU,59.12,-161.5
GNV,29.690056,-82.271778
GNY,37.44,38.88
GNZ,-21.69641,21.65431
GOA,44.41493,8.85041
GOB,7.133,40.13
GOF,31.43137,-100.40208
GOG,-22.5,18.97
GOH,64.190922,-51.678064
GOI,15.380833,73.831422
GOJ,56.23012,43.78404
GOK,35.85094,-97.41599
GOL,42.42,-124.4
GOM,-1.670814,29.238464
GON,41.3301,-72.04452
GOO,-28.5214,150.32001
GOP,26.73,83.45
GOQ,36.4006,94.7861
GOR,8.16175,35.553
GOT,57.66818,12.29083
GOU,9.335892,13.370103
GOV,-12.27128,136.82017
GPA,38.151111,21.425556
GPB,-25.38,-51.45
GPD,-19.77262,139.40221
GPI,2.570133,-77.8986
GPO,-35.69618,-63.75829
GPS,-0.45352,-90.26616
GPT,30.407278,-89.070111
GPZ,47.21352,-93.51477
GQQ,40.73,-82.8
GRB,44.485072,-88.129589
GRD,34.25,-82.15
GRE,38.88,-89.42
GRF,47.079217,-122.580783
GRG,33.62832,69.23766
GRI,40.967542,-98.309639
GRJ,-34.00555,22.37889
GRK,31.06725,-97.828917
GRM,47.75,-91.33
GRN,42.8,-102.2
GRO,41.900969,2.760547
GRP,-11.7396,-49.1322
GRQ,53.11972,6.579444
GRR,42.880833,-85.522806
GRS,42.75975,11.0719
GRU,-23.43057,-46.48101
GRV,43.29595,45.77711
GRX,37.18873,-3.77736
GRY,66.54662,-18.01723
GRZ,46.991067,15.439628
GSB,35.339383,-77.960589
GSC,-25.0538,115.20144
GSE,57.774722,11.870372
GSH,41.5231,-85.79431
GSI,4.28487,-54.37374
GSJ,13.93619,-90.83583
GSM,26.755,55.90222
GSN,-31.4597,137.174
GSO,36.10613,-79.93701
GSP,34.89567,-82.21886
GSS,-24.9415,31.4446
GST,58.42257,-135.70923
GTB,2.11667,111.7
GTC,26.7833,-77.3333
GTF,47.482,-111.370689
GTG,45.78,-92.68
GTI,54.38386,13.32526
GTN,-43.91357,170.12866
GTP,42.50964,-123.38886
GTR,33.45012,-88.59116
GTS,-20.5493,130.3472
GTT,-18.42,143.8
GUA,14.58327,-90.52748
GUB,28.0261,-114.024
GUC,38.53,-106.9
GUD,16.35,-3.6
GUF,30.17,-87.58
GUG,-8.1,146.9
GUH,-30.961111,150.250556
GUL,-34.810278,149.726389
GUM,13.48299,144.79772
GUP,35.511058,-108.789308
GUQ,9.02776,-69.75447
GUR,-10.31108,150.33756
GUT,51.9231,8.30596
GUV,-6.28177,142.42144
GUW,47.121944,51.821389
GUX,24.48,77.32
GUY,36.68,-101.5
GVA,46.238064,6.10895
GVI,-3.917,141.2
GVL,34.27,-83.83
GVP,-18.99688,145.01369
GVR,-18.8952,-41.9822
GVT,33.13,-96.12
GVW,38.8439,-94.56023
GVX,60.59333,16.95139
GWA,17.83,94.5
GWD,25.23306,62.32889
GWE,-19.43639,29.86191
GWL,26.293336,78.227753
GWO,33.494328,-90.084706
GWT,54.91325,8.340472
GWV,39.94868,-80.75953
GWY,53.300175,-8.941592
GXG,-7.754506,15.287728
GXH,34.8107,102.64492
GXX,10.35,15.23
GXY,40.33,-104.6
GYD,40.46075,50.05154
GYE,-2.15742,-79.88356
GYG,62.10728,129.54346
GYL,-16.6369,128.451
GYM,27.96924,-110.92376
GYN,-16.63203,-49.22069
GYP,-26.282778,152.701944
GYR,33.43,-112.4
GYS,32.3911,105.702
GYU,36.07616,106.21797
GYY,41.61779,-87.40845
GZI,33.53194,68.41333
GZO,-8.09778,156.864
GZP,36.29922,32.3006
GZT,36.94718,37.47868
GZW,36.24006,50.04715
HAA,70.486675,22.139744
HAB,34.11727,-87.99597
HAC,33.115,139.78583
HAD,56.691128,12.820211
HAH,-11.53591,43.2742
HAI,41.95704,-85.59031
HAJ,52.45957,9.69269
HAK,19.934856,110.458961
HAM,53.63039,9.98823
HAN,21.22119,105.80718
HAQ,6.74423,73.1705
HAR,40.3,-76.82
HAS,27.43792,41.68629
HAU,59.345267,5.208364
HAV,22.98915,-82.40909
HAW,51.833056,-4.961111
HAX,35.74593,-95.41275
HBA,-42.836111,147.510278
HBB,32.68,-103.2
HBE,30.917669,29.696408
HBG,31.32,-89.27
HBI,25.5167,-76.6
HBT,6.13023,81.10228
HBU,46.10177,91.58199
HBX,15.3617,75.0849
HCA,32.3036,-101.43703
HCC,42.25,-73.78
HCJ,24.78401,107.69975
HCN,22.04107,120.73021
HCQ,-18.233889,127.669722
HCR,62.15,-159.8
HDB,49.39369,8.65568
HDD,25.31831,68.36569
HDE,40.43,-99.37
HDG,36.53,114.4
HDN,40.48,-107.2
HDS,-24.36704,31.05483
HDY,6.933206,100.392975
HEA,34.2111,62.22851
HEB,17.63333,95.4667
HEH,20.747036,96.792044
HEI,54.15374,8.89884
HEK,50.25,127.3
HEL,60.31722,24.96333
HEM,60.254558,25.042828
HEO,-9.13663,147.59829
HER,35.33907,25.17513
HES,45.82791,-119.26029
HET,40.85142,111.8241
HEX,18.5725,-69.9856
HEZ,31.62,-91.3
HFA,32.80944,35.04306
HFD,41.7368,-72.6498
HFE,31.78002,117.29844
HFS,60.020064,13.578908
HFT,70.7,23.67
HGA,9.5145,44.08444
HGD,-20.815,144.225278
HGE,10.46232,-66.09358
HGH,30.2295,120.43445
HGI,9.99599,29.39744
HGL,54.18587,7.91466
HGN,19.301667,97.975
HGO,9.387183,-5.556664
HGR,39.707944,-77.7295
HGS,8.383,-13.12
HGU,-5.82679,144.29601
HHA,28.19,113.2
HHH,32.22319,-80.69754
HHN,49.948672,7.263892
HHQ,12.636225,99.951533
HHZ,-17.54797,-142.6128
HIA,33.78685,119.12853
HIB,47.3866,-92.838994
HIE,44.37,-71.55
HIF,41.12355,-111.973
HIG,-16.4244,143.146
HII,34.57,-114.4
HIJ,34.43611,132.91944
HIK,21.31868,-157.92243
HIM,8.04981,80.9814
HIN,35.08854,128.07037
HIR,-9.428,160.054789
HIW,34.366944,132.413889
HJJ,27.43738,109.7002
HJR,24.8172,79.9186
HJT,46.9255,102.77766
HKA,35.94035,-89.83064
HKB,63.99589,-144.69352
HKD,41.77,140.821944
HKG,22.31459,113.93243
HKK,-42.713611,170.985278
HKN,-5.46217,150.405
HKS,32.33,-90.22
HKT,8.1132,98.31687
HKV,41.8718,25.6048
HLA,-25.93851,27.92613
HLB,39.35088,-85.25772
HLC,39.37,-99.85
HLD,49.205,119.825
HLE,-15.96187,-5.64594
HLG,40.08,-80.72
HLH,46.08,122.1
HLI,36.85,-121.4
HLM,42.78,-86.12
HLN,46.606806,-111.98275
HLP,-6.26612,106.89225
HLR,31.138731,-97.714469
HLS,-41,148.2
HLV,-15.68,145.2
HLW,-28.02,32.25
HLZ,-37.86544,175.3327
HMA,61.02,69.08
HMB,26.33969,31.7392
HME,31.672972,6.140444
HMI,42.84098,93.66909
HMN,32.852519,-106.106525
HMO,29.09586,-111.04786
HMR,60.8,11.1
HMT,33.75,-117
HMY,36.70405,126.4862
HNA,39.428611,141.135278
HNB,38.24754,-86.9568
HNC,35.22,-75.68
HND,35.552258,139.779694
HNE,61.90148,-147.30666
HNH,58.1,-135.4
HNK,-18.38,146.3
HNL,21.32728,-157.92006
HNN,-6.24649,142.17656
HNS,59.24444,-135.52361
HNY,26.9053,112.628
HOA,-1.521,40.0038
HOB,32.68,-103.2
HOE,20.26075,100.43669
HOG,20.78559,-76.31511
HOH,47.38327,9.69882
HOI,-18.07481,-140.94589
HOM,59.645556,-151.476583
HON,44.3852,-98.228542
HOO,11.97896,107.56886
HOQ,50.28884,11.85492
HOR,38.519894,-28.715872
HOT,34.478033,-93.096207
HOU,29.645419,-95.278889
HOV,62.17979,6.07325
HOX,24.87,94.92
HPA,-19.77763,-174.34095
HPB,61.5,-166.1
HPG,31.63365,110.33792
HPH,20.8194,106.725
HPN,41.06704,-73.70707
HPV,22.21138,-159.44261
HPY,29.73,-94.97
HQM,46.971194,-123.936556
HRB,45.6234,126.25033
HRE,-17.931806,31.092847
HRG,27.17832,33.79944
HRI,6.28389,81.1239
HRK,49.924786,36.289986
HRL,26.2285,-97.654389
HRO,36.261519,-93.154728
HRS,-28.22814,29.11574
HRT,54.04891,-1.25275
HRZ,-27.64046,-54.33765
HSC,24.83,113.6
HSG,33.14972,130.30222
HSH,35.97483,-115.13735
HSI,40.6,-98.43
HSJ,34.84213,113.27359
HSK,42.09,-0.3303
HSL,65.7,-156.4
HSM,-36.669722,142.172778
HSN,29.9342,122.362
HSP,37.95306,-79.83517
HSS,29.17944,75.75534
HST,25.48855,-80.38357
HSV,34.637194,-86.775056
HSZ,24.82,120.9
HTA,52.02632,113.30556
HTB,15.85,-61.63
HTG,71.9781,102.491
HTI,-20.3581,148.952
HTM,50.44062,100.1342
HTN,37.03852,79.86493
HTO,40.96159,-72.24852
HTR,24.05,123.8
HTS,38.366667,-82.558028
HTT,38.26492,90.84804
HTU,-35.72,142.4
HTV,30.74686,-95.58717
HTY,36.3619,36.28346
HTZ,6.15314,-71.7613
HUA,34.678653,-86.684781
HUC,18.13802,-65.79965
HUD,42.73573,-94.24793
HUE,13.83375,36.87922
HUF,39.451464,-87.307561
HUG,15.33,-91.47
HUH,-16.6872,-151.022
HUI,16.39928,107.70136
HUJ,34.02,-95.52
HUK,-23.9897,21.7581
HUM,29.58,-90.67
HUN,24.02372,121.61691
HUO,45.48673,119.40851
HUS,66.03,-154.2
HUT,38.0655,-97.860634
HUV,61.7672,17.08447
HUW,-7.53556,-63.0711
HUX,15.77532,-96.26257
HUZ,23.04972,114.59873
HVB,-25.318889,152.880278
HVD,47.96168,91.62246
HVG,71.00948,25.97786
HVN,41.2639,-72.8871
HVR,48.55,-109.8
HVS,34.40515,-80.11812
HWK,-31.88,138.4
HWO,26,-80.15
HXD,37.12501,97.26849
HXX,-34.5314,144.83
HYA,41.669336,-70.280356
HYD,17.23132,78.42986
HYG,55.2,-132.8
HYL,55.48046,-132.65313
HYN,28.564,121.42746
HZB,50.617,2.64
HZG,33.0636,107.008
HZH,26.31988,109.1532
HZL,40.98,-76
HZP,57.37,-111.7
IAA,67.43,86.63
IAB,37.63045,-97.26064
IAD,38.944533,-77.455811
IAG,43.107333,-78.946194
IAH,29.98687,-95.34212
IAN,66.98,-160.4
IAO,9.85917,126.015
IAR,57.5607,40.1574
IAS,47.17849,27.62063
IAU,-9.783,148.1
IBA,7.362458,3.978333
IBP,-11.411578,-69.488711
IBR,36.18108,140.41544
IBZ,38.872858,1.373117
ICA,4.3361,-61.74067
ICC,10.79454,-63.98159
ICI,-17.7433,-179.342
ICK,5.95583,-57.03975
ICL,40.72264,-95.02791
ICN,37.45571,126.44534
ICR,20.68744,-75.53356
ICT,37.649944,-97.433056
IDA,43.514556,-112.07075
IDB,61.87,12.68
IDF,-5,19.5
IDI,40.63,-79.1
IDO,-11.5723,-50.6662
IDP,37.1582,-95.77649
IDR,22.72179,75.80109
IEG,52.13852,15.79856
IEJ,26.72273,127.78653
IES,51.2933,13.35665
IEV,50.401694,30.449697
IFJ,66.0581,-23.1353
IFL,-17.559444,146.011667
IFN,32.75084,51.86127
IFP,35.16476,-114.55878
IFU,5.70849,73.02492
IGA,20.97565,-73.67509
IGB,-41.3209,-69.5749
IGD,39.97495,43.87939
IGG,59.32,-155.9
IGH,-18.660556,146.151667
IGL,38.51302,27.01005
IGM,35.25,-113.9
IGN,8.130489,124.214925
IGR,-25.73728,-54.47344
IGS,48.72325,11.54024
IGT,43.31951,45.01296
IGU,-25.59615,-54.48721
IHC,-25.99728,32.92944
IHN,15.43,51.7
IHO,-22.4,46.15
IHU,-7.89756,145.396
IIA,53.09286,-9.56759
IIS,-4.49972,154.226
IJK,56.83,53.47
IKA,35.41,51.15
IKK,41.071389,-87.846278
IKL,-1.2,23.3
IKO,52.94158,-168.84956
IKS,71.7,128.9
IKT,52.268028,104.388975
IKU,42.58775,76.71225
ILD,41.72889,0.53776
ILE,31.15,-97.72
ILF,56.05148,-95.61401
ILG,39.67845,-75.60632
ILI,59.754356,-154.910961
ILK,-19.75,48.82
ILL,45.11485,-95.13126
ILM,34.270615,-77.902569
ILN,39.42,-83.8
ILO,10.82993,122.49395
ILP,-22.58886,167.45597
ILQ,-17.33,-71.33
ILR,8.440211,4.493919
ILZ,49.23153,18.6135
IMB,5.717,-60.28
IMF,24.75995,93.8967
IMK,29.9711,81.8189
IML,40.51047,-101.62182
IMM,26.42,-81.42
IMO,5.00186,25.10239
IMP,-5.531292,-47.46005
INA,66.07,60.1
INB,16.5346,-88.44149
INC,38.3228,106.38817
IND,39.717331,-86.294383
INH,-23.876431,35.408544
INJ,-25.85,148.6
INK,31.779628,-103.201361
INL,48.566186,-93.403067
INM,-27.83,140.8
INN,47.260219,11.343964
INO,-1.95,18.28
INQ,53.03,-9.433
INR,46.25139,-84.4675
INS,36.58333,-115.66667
INU,-0.54518,166.91618
INV,57.5425,-4.0475
INW,35.02,-110.7
INX,-2.133,132.2
INY,-24.77765,31.38566
INZ,27.251022,2.512017
IOA,39.6964,20.8225
IOM,54.08333,-4.62389
ION,1.59011,18.05084
IOS,-14.81604,-39.03155
IOW,41.67,-91.53
IPA,-18.85433,169.28046
IPE,7.78515,122.60146
IPG,-3.333,-69.42
IPH,4.567972,101.092194
IPI,0.861925,-77.671764
IPL,32.83,-115.6
IPN,-19.470722,-42.487583
IPT,41.241836,-76.921094
IQM,38.1494,85.5328
IQQ,-20.53522,-70.18128
IQT,-3.78474,-73.30881
IRA,-10.4497,161.89799
IRD,24.1525,89.049446
IRI,-7.66863,35.75211
IRJ,-29.38164,-66.79584
IRK,40.0933,-92.5412
IRM,63.2,64.45
IRO,10.5,22.55
IRP,2.827606,27.588253
IRS,41.81168,-85.43073
IRZ,-0.37877,-64.99477
ISA,-20.663889,139.488611
ISB,33.61667,73.1
ISC,49.91318,-6.29212
ISE,37.855417,30.368397
ISG,24.344525,124.186983
ISI,-24.258333,144.425
ISJ,21.245033,-86.739967
ISK,19.9637,73.8076
ISM,28.28972,-81.43722
ISN,48.18,-103.7
ISP,40.79525,-73.100222
IST,40.97692,28.81461
ISW,44.36,-89.84
ITA,-3.127256,-58.481186
ITB,-4.242342,-56.000669
ITH,42.48,-76.47
ITI,-18.14694,-41.71513
ITM,34.785528,135.438222
ITN,-14.8,-39.38
ITO,19.721375,-155.048469
ITQ,-29.17,-56.53
ITR,-18.45,-49.21
ITU,45.25688,147.95425
IUS,-5.8613,155.22081
IVC,-46.412408,168.312992
IVG,42.83859,19.86217
IVL,68.607269,27.405328
IVR,-29.888333,151.144167
IWA,56.9394,40.9408
IWJ,34.67639,131.79028
IWK,34.14386,132.23575
IWO,24.784,141.322722
IWS,29.81691,-95.67312
IXA,23.886978,91.24045
IXB,26.68121,88.32857
IXC,30.6735,76.7885
IXE,12.96127,74.89007
IXG,15.859286,74.618292
IXI,27.29549,94.09765
IXJ,32.689142,74.837389
IXK,21.317069,70.270403
IXL,34.1359,77.5465
IXM,9.834508,78.093378
IXN,24.07,91.63
IXR,23.31425,85.32167
IXS,24.912928,92.978742
IXU,19.86273,75.39811
IXV,28.17465,94.80199
IXW,22.813211,86.168844
IXZ,11.641161,92.729744
IYK,35.65,-117.8
IZA,-21.51177,-43.17052
IZO,35.413611,132.89
JAB,-10.22,132.6
JAC,43.607333,-110.73775
JAD,-32.0975,115.881111
JAE,-5.59531,-78.773
JAF,9.792331,80.070089
JAG,28.28417,68.44971
JAI,26.82419,75.81216
JAK,18.25,-72.52
JAL,19.47505,-96.79758
JAN,32.311167,-90.075889
JAP,9.98141,-84.77274
JAU,-11.783144,-75.473394
JAV,69.24079,-51.06351
JAX,30.49187,-81.68569
JBB,-8.24186,113.69378
JBQ,18.5725,-69.9856
JBR,35.831708,-90.646417
JBT,60.8,-161.8
JCB,-27.1714,-51.5533
JCI,38.83112,-94.88996
JCK,-20.668333,141.7225
JCM,-11.18,-40.52
JCR,-6.233156,-57.776869
JDA,44.42,-119
JDF,-21.79266,-43.38544
JDH,26.251092,73.048869
JDN,47.32,-106.9
JDO,-7.21859,-39.27097
JDR,-21.08718,-44.228
JDZ,29.27,117.2
JED,21.679564,39.156536
JEE,18.66316,-74.17007
JEF,38.6,-92.17
JEG,68.7,-52.75
JEJ,7.583,168.9
JEK,-15.63341,29.60373
JER,49.20787,-2.19456
JFK,40.63983,-73.77874
JFR,62.01295,-49.66867
JGB,19.0743,82.0368
JGN,39.86054,98.34085
JGS,26.85534,114.73265
JHB,1.641308,103.669619
JHG,21.973914,100.759611
JHL,57.2278,-111.419
JHM,20.962936,-156.673031
JHS,66.9515,-53.72263
JHW,42.15,-79.25
JIB,11.54733,43.15948
JIC,38.54189,102.34784
JIJ,9.36036,42.78819
JIK,37.6827,26.3471
JIL,44.0022,126.396
JIM,7.66438,36.81918
JIN,0.45,33.2
JIO,-8.14047,127.90712
JIP,-1.333,-80.67
JIQ,29.5147,108.832
JIR,27.62672,86.23044
JIU,29.47794,115.80225
JJG,-28.67598,-49.06202
JJM,0.16119,38.19474
JJN,24.79894,118.5897
JKG,57.75759,14.06873
JKH,38.34318,26.14057
JKL,36.96327,26.94058
JKR,26.7088,85.9224
JKV,31.97,-95.28
JLA,60.48249,-149.72795
JLH,42.07,-87.99
JLN,37.151814,-94.498269
JLR,23.177817,80.052047
JLS,-20.27,-50.55
JMB,-14.7,16.08
JMC,37.85,-122.5
JMJ,22.19837,100.04099
JMK,37.435128,25.348103
JMO,28.78011,83.72269
JMS,46.92971,-98.67816
JMU,46.8434,130.465
JNB,-26.13348,28.23606
JNG,35.29276,116.33444
JNI,-34.545889,-60.930556
JNJ,19.64667,57.68359
JNU,58.354972,-134.576278
JNX,37.1,25.4
JNZ,41.12,121
JOE,62.66291,29.60755
JOG,-7.78813,110.43217
JOI,-26.224453,-48.797364
JOJ,68.12664,-106.59107
JOK,56.72,47.9
JON,16.73,-169.5
JOS,9.639828,8.86905
JPA,-7.14838,-34.95068
JPR,-10.8708,-61.8465
JQA,70.73,-52.7
JQE,7.51778,-78.1572
JRF,21.31091,-158.07065
JRN,-10.3,-58.48
JRO,-3.429406,37.074461
JRS,31.86667,35.21667
JSA,26.888653,70.864967
JSH,35.2161,26.1013
JSI,39.1771,23.50368
JSJ,47.20651,132.62386
JSR,23.1838,89.160833
JST,40.316111,-78.833944
JSU,65.4125,-52.9394
JTC,-22.16515,-49.07138
JTI,-17.83045,-51.77337
JTR,36.399169,25.479333
JUA,-11.28671,-57.53895
JUB,4.872006,31.601117
JUH,30.73579,117.69464
JUI,53.68,7
JUJ,-24.39278,-65.09778
JUL,-15.4671,-70.15817
JUM,29.27436,82.19286
JUN,-24.8,143
JUO,7.0859,-77.74681
JUR,-30.27,115.1
JUV,72.7902,-56.1306
JUZ,28.9658,118.899
JVA,-18.8052,45.27344
JWO,37.03,127.88527
JXA,45.29445,130.93935
JXN,42.25972,-84.45944
JYV,62.39945,25.67825
JZH,32.85417,103.68528
KAA,-10.22,31.13
KAB,-16.51976,28.88498
KAD,10.696025,7.320114
KAE,56.97296,-133.94639
KAJ,64.285472,27.692414
KAL,64.33,-158.7
KAN,12.047589,8.524622
KAO,65.987575,29.239381
KAP,-8.333,22.67
KAR,5.883,-60.62
KAS,-28.03333,18.73333
KAT,-35.07,173.285278
KAU,63.12708,23.05144
KAW,10.0493,98.538
KAX,-27.68892,114.25919
KAZ,1.18528,127.896
KBA,9.583,-11.55
KBG,2.32639,31.4978
KBH,29.05,66.58
KBI,2.87528,9.97743
KBL,34.565853,69.212328
KBM,-6.13936,147.27842
KBN,-6.12191,24.54105
KBO,-6.083,26.917
KBP,50.345,30.894722
KBQ,-13.02,33.47
KBR,6.16685,102.293014
KBS,7.9444,-11.761
KBU,-3.2958,116.1643
KBV,8.095969,98.988764
KBW,56.28,-158.4
KBY,-32.8,134.2
KBZ,-42.42,173.7
KCA,41.7181,82.9869
KCC,56,-132.8
KCE,-20.55,147.9
KCF,27.1553,69.32375
KCG,56.31782,-158.58971
KCH,1.4847,110.34693
KCI,-8.349,127.05092
KCK,57.77273,108.06461
KCL,56.3,-158.5
KCN,53.40351,-167.54964
KCO,40.73503,30.08334
KCQ,56.25,-158.8
KCR,63.56614,-156.00397
KCT,5.984,80.33
KCU,1.683,31.72
KCZ,33.54611,133.66944
KDA,12.899,-14.96806
KDB,-31.19606,121.60037
KDC,11.13,2.933
KDE,-5.69559,142.74459
KDH,31.50736,65.85035
KDI,-4.08285,122.414
KDK,57.80768,-152.37083
KDM,0.4888,72.99527
KDO,1.85917,73.5219
KDP,-5.84085,143.50711
KDQ,-3.6005,141.05171
KDR,-6.19005,149.54762
KDT,14.1002,99.91711
KDV,-19.05778,178.15717
KDW,7.27521,80.78625
KDX,11.13803,29.70112
KDY,62.78614,136.84227
KDZ,7.32978,80.64003
KEB,59.35451,-151.92261
KEC,-10.35655,28.61694
KEE,-0.07042,14.50526
KEF,63.985,-22.605556
KEG,-5.83252,145.09695
KEH,47.75482,-122.25929
KEJ,55.270094,86.107208
KEK,59.35313,-157.47452
KEL,54.3795,10.145167
KEN,7.867,-11.2
KER,30.27444,56.95111
KEU,-1.58642,35.2568
KEV,61.85605,24.7866
KEX,-7.53783,145.90397
KEZ,6.94994,79.9297
KFA,16.589983,-11.406208
KFE,-22.2892,119.4343
KFP,54.85,-163.4
KFS,41.3142,33.7958
KGA,-5.900055,22.469166
KGC,-35.713889,137.521389
KGD,54.89005,20.592633
KGE,-7.32897,157.5836
KGI,-30.78646,121.45828
KGJ,-9.953569,33.893022
KGK,59.7269,-157.26688
KGL,-1.968628,30.13945
KGM,-5.66998,141.02992
KGN,-6.467,16.82
KGO,48.55,32.3
KGP,62.2,74.54
KGS,36.793335,27.091667
KGT,30.13919,101.74301
KGU,5.367,116.2
KGX,62.89504,-160.06536
KGY,-26.580833,151.841111
KHA,36.72829,45.15754
KHC,45.37,36.45
KHD,33.43538,48.28289
KHE,46.6758,32.5064
KHG,39.54292,76.01996
KHH,22.577094,120.350006
KHI,24.906547,67.160797
KHJ,62.43,22.18
KHN,28.86411,115.90456
KHR,47.24638,102.82637
KHU,49.13102,33.47547
KHV,48.52804,135.18836
KHW,-19.14943,23.78789
KHX,-0.71933,29.69819
KIC,36.23,-121.1
KID,55.921686,14.085536
KIE,-6.30361,155.72667
KIF,53.0125,-89.8553
KIH,26.53018,53.97283
KIJ,37.95589,139.12072
KIK,35.52,44.3
KIL,-9.29078,28.32696
KIM,-28.802834,24.765167
KIN,17.935667,-76.7875
KIP,33.9,-98.5
KIS,-0.08614,34.72889
KIU,-1.74257,41.48367
KIV,46.92778,28.93083
KIW,-12.89962,28.14697
KIX,34.42731,135.24407
KIY,-8.91047,39.50851
KJA,56.1729,92.4933
KJH,26.9719,107.988
KJI,48.22,87.00
KJK,50.817222,3.204722
KJN,13.17,32.72
KKA,64.92,-161.1
KKB,58.1911,-152.37006
KKC,16.466628,102.783661
KKD,-8.88468,147.73096
KKE,-35.262779,173.911944
KKH,59.97,-162.8
KKI,60.90623,-161.42742
KKJ,33.84594,131.03469
KKM,14.8746,100.663
KKN,69.725781,29.891295
KKO,-35.44969,173.81562
KKR,-15.66461,-146.8854
KKT,40.75983,-87.4349
KKU,58.82,-158.6
KKY,52.65,-7.25
KLB,-14.97,22.68
KLC,14.146881,-16.051297
KLD,56.82474,35.75768
KLF,54.54777,36.37127
KLG,61.53,-160.4
KLK,3.49106,35.83775
KLN,57.53,-154
KLO,11.68636,122.38117
KLP,-3.37634,112.53691
KLR,56.685531,16.287578
KLS,46.118,-122.89839
KLU,46.645,14.32667
KLV,50.202978,12.914983
KLW,55.55,-133.1
KLY,-2.583,26.73
KLZ,-29.69107,17.09365
KMA,-7.96361,145.771
KMC,27.90065,45.52817
KME,-2.462242,28.90795
KMG,24.99236,102.74354
KMH,-27.456667,23.411388
KMI,31.87722,131.44861
KMJ,32.83732,130.85505
KMK,-3.48333,12.61667
KMN,-8.72913,24.99224
KMO,58.98897,-159.04997
KMP,-26.539828,18.111447
KMQ,36.39461,136.40654
KMS,6.714564,-1.590819
KMU,-0.37735,42.4592
KMV,23.18,94.05
KMW,57.75,40.93
KMX,18.29729,42.80354
KMY,57.02584,-154.14532
KMZ,-14.8,24.78
KNB,37.25,-112.8
KND,-2.9229,25.91572
KNF,52.64835,0.55069
KNG,-3.64452,133.69555
KNH,24.42789,118.3592
KNI,-33.7,117.6
KNK,59.4339,-154.79801
KNM,-7.54183,24.17271
KNN,10.4,-9.3
KNO,3.63866,98.87403
KNP,-12.78,15.72
KNS,-39.87796,143.88258
KNT,36.23,-90.05
KNU,26.4043,80.41012
KNW,59.45002,-157.37151
KNX,-15.778056,128.7075
KNZ,12.83984,-11.25262
KOA,19.73861,-156.04556
KOC,-20.546314,164.255625
KOD,-0.2667,116.6
KOE,-10.17167,123.67129
KOF,-25.42,31.92
KOI,58.957778,-2.905
KOJ,31.8034,130.71941
KOK,63.72117,23.14313
KOM,-6.06793,142.8599
KOO,-5.39556,26.99637
KOP,17.383794,104.643022
KOR,-7.83524,146.5329
KOS,10.5797,103.637
KOT,63.03,-163.5
KOU,-1.18461,12.4413
KOV,53.3291,69.5946
KOW,25.85088,114.77537
KOY,57.15996,-154.23032
KOZ,57.92508,-152.49723
KPC,65.25,-166.9
KPI,2,112.9
KPL,-8.62855,142.82231
KPM,-5.38146,143.92502
KPN,59.93,-164
KPO,35.987858,129.420486
KPR,58.48995,-152.58323
KPS,-31.074444,152.769722
KPT,41.97,-114.7
KPV,55.90903,-159.15846
KPW,67.84705,166.13877
KPY,57.93062,-153.03959
KQA,54.12,-165.8
KQR,-29.21451,116.68442
KRA,-35.75,143.9
KRB,-17.5,140.9
KRC,-2.09363,101.46938
KRE,-2.54464,30.09473
KRF,63.0486,17.76886
KRI,-7.42438,144.25008
KRK,50.07617,19.79157
KRL,41.73,86.15
KRM,3.75,-59.32
KRN,67.821986,20.336764
KRO,55.4753,65.4156
KRP,56.297458,9.124628
KRR,45.034689,39.170539
